_id,title,nameProduct,price,images[0],images[1],images[2],images[3],images[4],recap,description,specifications,category,quantity,stock,active,createdAt,updatedAt,product_slug,__v
683f4ec4019f89e972887f59,Tủ đông dung tích lớn Hòa Phát HPF AD61190 1190 lít dàn đồng,Tủ đông dung tích lớn Hòa Phát HPF AD61190 1190 lít dàn đồng,23500000,17489793941032.webp,17489793941151.webp,,,,Tủ đông Hòa Phát HPF AD61190 sử dụng máy nén chất lượng cao với công nghẹ làm lạnh Extra Freezing cho nhiệt độ lạnh sâu -30oC. GIúp bảo quản thực phẩm an toàn nhất.,Tủ đông Hòa Phát HPF AD61190 sử dụng máy nén chất lượng cao với công nghẹ làm lạnh Extra Freezing cho nhiệt độ lạnh sâu -30oC. GIúp bảo quản thực phẩm an toàn nhất.,Model: HPF AD61190\nDung tích sử dụng: 1190 lít\nCông nghệ: Extra Freezing\nLạnh sâu: -30oC\nLoại: 1 ngăn. đông – 3 cánh mở\nDàn lạnh: ống đồng\nĐiện năng tiêu thụ:  ( KWh/ ngày )\nKích thước ( R x S x C ): 3100×910×860 (mm)\nĐiều khiển: nút văn (Manual)\nTrọng lượng: 119 Kg\nGiỏ treo: 3 chiếc\nChân bánh xe: 8 chiếc\nGas: R290\nXuất xứ: Việt Nam\nBảo hành: 24 tháng\n,tudongHoaPhat,0,0,true,2025-06-03T19:36:36.083Z,2025-06-03T19:36:36.083Z,tu-djong-dung-tich-lon-hoa-phat-hpf-ad61190-1190-lit-dan-djong,0
683f4f3b019f89e972887f5b,Tủ đông dung tích lớn Hòa Phát Inverter HPF AD8783 dàn đồng 783 lít tiết kiệm điện,Tủ đông dung tích lớn Hòa Phát Inverter HPF AD8783 dàn đồng 783 lít tiết kiệm điện,13200000,17489795133222.webp,17489795133221.webp,17489795133235.webp,17489795133344.webp,17489795133343.webp,"Tủ đông Hòa Phát inverter HPF AD8783 sử dụng công nghệ inverter tiết kiệm tới 50% điện năng tiêu thụ. Với công nghệ Inverter biến tần, tủ đông Hoà Phát có khả năng tự động điều chỉnh hoạt động của động cơ, giúp máy hoạt động êm ái, khả năng vận hành bền bỉ, duy trì nhiệt độ ổn định đem đến hiệu quả bảo quản thực phẩm tuyệt vời.","Tủ đông Hòa Phát inverter HPF AD8783 sử dụng công nghệ inverter tiết kiệm tới 50% điện năng tiêu thụ. Với công nghệ Inverter biến tần, tủ đông Hoà Phát có khả năng tự động điều chỉnh hoạt động của động cơ, giúp máy hoạt động êm ái, khả năng vận hành bền bỉ, duy trì nhiệt độ ổn định đem đến hiệu quả bảo quản thực phẩm tuyệt vời.",Model: HPF AD8783\nDung tích sử dụng: 783 lít\nCông nghệ: Extra Freezing\nLạnh sâu: -30oC\nLoại: 1 ngăn. đông\nCông nghệ tiết kiệm điên: Inverter\nDàn lạnh: ống đồng\nCông suất: 125 W\nĐiện năng tiêu thụ: 2.23 ( KWh/ ngày )\nKích thước ( R x S x C ): 2066 x 909 x 829 (mm)\nĐiều khiển: Cơ (manual)\nTrọng lượng: 85 Kg\nChân bánh xe: 6 chiếc\nGas: R290\nXuất xứ: Việt Nam\nBảo hành: 24 tháng,tudongHoaPhat,0,0,true,2025-06-03T19:38:35.377Z,2025-06-03T19:38:35.377Z,tu-djong-dung-tich-lon-hoa-phat-inverter-hpf-ad8783-dan-djong-783-lit-tiet-kiem-djien,0
683f4fb5019f89e972887f5d,Tủ đông mini Hòa Phát HPF AD6107G 107 lít 1 ngăn đông – dàn đồng,Tủ đông mini Hòa Phát HPF AD6107G 107 lít 1 ngăn đông – dàn đồng,4200000,17489796375825.webp,17489796375834.webp,17489796375833.webp,17489796375882.webp,17489796375881.webp,"Tủ đông Hòa Phát HPF AD6107G sở hữu công nghệ Extra Freezing đông sâu tới -30 độ C, dàn máy nén khoẻ và hệ thống chống thoát hơi lạnh với lớp bảo ôn dày 62mm","Tủ đông Hòa Phát HPF AD6107G sở hữu công nghệ Extra Freezing đông sâu tới -30 độ C, dàn máy nén khoẻ và hệ thống chống thoát hơi lạnh với lớp bảo ôn dày 62mm","Model: HPF AD6107G\nDung tích sử dụng: 107 lít\nMầu sắc: Ghi đậm\nLoại: 1 ngăn, 1 chế độ (Đông)\nCánh: 1 cánh mở lên trên, có khóa\nDàn lạnh: Đồng\nCông suất: 88 W\nKích thước ( R x S x C ): 564 x 590 x 870 mm\nTrọng lượng: 30 Kg\nMôi chất làm lạnh: Gas: R600a\nNhiệt độ ngăn đông < -18 độ.\nLàm lạnh tự nhiên đối lưu không khí\nLòng tủ phẳng, có nút thoát nước động, dễ dàng vệ sinh\nCó bánh xe chịu lực dễ dàng di chuyển\nBảo hành: 24 tháng",tudongHoaPhat,0,0,true,2025-06-03T19:40:37.962Z,2025-06-03T19:40:37.962Z,tu-djong-mini-hoa-phat-hpf-ad6107g-107-lit-1-ngan-djong-dan-djong,0
683f4ff9019f89e972887f5f,Tủ đông mini Hòa Phát HPF AN6107 107 lít 1 ngăn đông,Tủ đông mini Hòa Phát HPF AN6107 107 lít 1 ngăn đông,3600000,17489797051435.webp,17489797051434.webp,17489797051443.webp,17489797051442.webp,17489797051461.webp,"Lớp cách nhiệt Polyurethane của Tủ đông Hòa Phát HPF AN6107 dày 62mmm cách nhiệt hiệu quả, chống thất thoát nhiệt, giúp tủ vận hành an toàn trong thời gian dài và tiết kiệm điện. Sử dụng chất trợ nở thế hệ mới Cylopentane trong lớp cách nhiệt giúp cách an toàn cho thực phẩm đông lạnh trong tủ.",Tủ đông Hòa Phát HPF AN6107 sử dụng môi chất làm lạnh là Gas R600a giúp tiết kiệm tới 40% điện năng so với các loại Gas khác bởi nó yêu cầu một áp xuất ngưng thấp. Thêm vào đó nó cũng bảo vệ sức khỏe người sử dụng và không gây ảnh hưởng tới môi trường,Model: HPF AN6107\nDung tích sử dụng: 107 L\nCông nghệ: Extra Freezing\nLạnh sâu: -30oC\nLoại: 1 ngăn. đông\nDàn lạnh: nhôm\nCông suất: 88 W\nKích thước ( R x S x C ): 564x590x870 (mm)\nTrọng lượng: 30 Kg\nGas: R600a\nXuất xứ: Việt Nam\nBảo hành: 24 tháng,tudongHoaPhat,0,0,true,2025-06-03T19:41:45.400Z,2025-06-03T19:41:45.400Z,tu-djong-mini-hoa-phat-hpf-an6107-107-lit-1-ngan-djong,0
683f5026019f89e972887f61,Tủ đông đứng Hòa Phát HPF UAH6208 208 lít 7 ngăn đông,Tủ đông đứng Hòa Phát HPF UAH6208 208 lít 7 ngăn đông,6190000,17489797505505.webp,17489797505514.webp,17489797505513.webp,17489797505512.webp,17489797505551.webp,"Tủ đông đứng Hòa Phát HPF UAH6208 với công nghệ Extra Freezing và sử dụng máy nén chất lượng cao, vận hành êm bền bỉ trong thời gian dài. Tủ làm lạnh nhanh xuống dưới âm -30oC) và tiết kiệm điện.","Lớp cách nhiệt Polyurethane của tủ đông Hòa Phát 7 ngăn UAH6208 dày 60mmm cách nhiệt hiệu quả, chống thất thoát nhiệt, giúp tủ vận hành an toàn trong thời gian dài và tiết kiệm điện. Sử dụng chất trợ nở thế hệ mới Cylopentane trong lớp cách nhiệt giúp cách an toàn cho thực phẩm đông lạnh trong tủ.","Model: HPF UAH6208\nDung tích sử dụng: 208 lít\nKiểu tủ: tủ đông đứng 1 chế độ (Đông)\nCông nghệ Extra Freezing\nLạnh sâu: dưới -30oC\nSố cánh: 1 cánh mở ra phía trước\nSố ngăn: 7\nKiểu làm lạnh: đối lưu không khí tự nhiên\nDàn lạnh hợp kim, siêu bền tiết kiệm điện\nCông suất: 130 W\nKích thước (RxSxC): 546x568x1490 (mm)\nTrọng lượng: 52 Kg\nGas lạnh: R134a\nChân bánh xe chịu lực dễ dàng di chuyển\nSản xuất tại Việt Nam\nBảo hành: 24 tháng",tudongHoaPhat,0,0,true,2025-06-03T19:42:30.828Z,2025-06-03T19:42:30.828Z,tu-djong-djung-hoa-phat-hpf-uah6208-208-lit-7-ngan-djong,0
683f5084019f89e972887f63,Tủ đông đứng Hòa Phát HPF UAH6147 147 lít 5 ngăn đông,Tủ đông đứng Hòa Phát HPF UAH6147 147 lít 5 ngăn đông,5290000,17489798442013.webp,17489798442022.webp,17489798442031.webp,,,"Lớp cách nhiệt Polyurethane của tủ đông Hòa Phát 5 ngăn UAH6147 dày đến 60mmm cách nhiệt hiệu quả, chống thất thoát nhiệt, giúp tủ vận hành an toàn trong thời gian dài và tiết kiệm điện. Sử dụng chất trợ nở thế hệ mới Cylopentane trong lớp cách nhiệt giúp cách an toàn cho thực phẩm đông lạnh trong tủ.","Tủ đông mini dạng đứng thiết kế 5 ngăn HPF UAH6147 cửa mở ra phía trước, tiết kiệm không gian hơn nhiều so với tủ đông dạng nằm.\nTủ đông đứng Hòa phát HPF UAH6147 với 5 ngăn đông giúp dễ dàng bố trí sắp xếp đồ. Thuận lợi cho mỗi lần cần lấy thực phẩm trong tủ","Model: HPF UAH6147\nDung tích sử dụng: 147 lít\nKiểu tủ: tủ đông đứng 1 chế độ (Đông)\nCông nghệ Extra Freezing\nLạnh sâu: dưới -30oC\nSố cánh: 1 cánh mở ra phía trước\nSố ngăn: 5\nKiểu làm lạnh: đối lưu không khí tự nhiên\nDàn lạnh hợp kim, siêu bền tiết kiệm điện\nCông suất: 120 W\nKích thước (RxSxC): 546x568x1133 (mm)\nTrọng lượng: 39 Kg\nGas lạnh: R134a\nChân bánh xe chịu lực dễ dàng di chuyển\nSản xuất tại Việt Nam\nBảo hành: 24 tháng",tudongHoaPhat,0,0,true,2025-06-03T19:44:04.424Z,2025-06-03T19:44:04.424Z,tu-djong-djung-hoa-phat-hpf-uah6147-147-lit-5-ngan-djong,0
683f5153019f89e972887f66,Chảo nhôm sâu lòng chống dính nắp kính Funiki HCA2832 (28 cm),Chảo nhôm sâu lòng chống dính nắp kính Funiki HCA2832 (28 cm),510000,17489800508703.webp,17489800508722.webp,17489800508741.webp,,,"Lòng chảo sâu 7.5 cm giúp xào nấu nhiều thức ăn hơn, chiên rán không lo bắn dầu. Lòng chảo phủ 2 lớp chống dính cao cấp siêu bền, chịu nhiệt tốt, không chứa PFOA gây ung thư – an toàn cho sức khỏe. Tay cầm nhựa Bakelite chống bỏng, an toàn sử dụng","Lòng chảo sâu 7.5 cm giúp xào nấu nhiều thức ăn hơn, chiên rán không lo bắn dầu. Lòng chảo phủ 2 lớp chống dính cao cấp siêu bền, chịu nhiệt tốt, không chứa PFOA gây ung thư – an toàn cho sức khỏe. Tay cầm nhựa Bakelite chống bỏng, an toàn sử dụng","Thương hiệu:	Funiki\nKích thước:	Đường kính 28 cm, cao 7.5 cm\nChất liệu:	Hợp kim nhôm\nLòng chảo:	Chống dính PTFE\nĐộ dày:	2.5 mm",giadungkhongdien,0,0,true,2025-06-03T19:47:31.014Z,2025-06-03T19:47:31.014Z,chao-nhom-sau-long-chong-dinh-nap-kinh-funiki-hca2832-(28-cm),0
683f51f6019f89e972887f68,Bếp điện từ đơn Funiki HSD8134,Bếp điện từ đơn Funiki HSD8134,890000,17489802141023.webp,17489802141042.webp,1748980214106q.webp,,,"Kích thước siêu mỏng. Cảnh báo và tự động tắt khi không có dụng cụ nấu hoặc dụng cụ nấu không phù hợp. Điều khiển cảm ứng chạm, đèn LED hiển thị công suất/nhiệt độ","Kích thước siêu mỏng. Cảnh báo và tự động tắt khi không có dụng cụ nấu hoặc dụng cụ nấu không phù hợp. Điều khiển cảm ứng chạm, đèn LED hiển thị công suất/nhiệt độ",Công suất:2000W \nĐiện áp: 220V – 50Hz,thietbinhabep,0,0,true,2025-06-03T19:50:14.250Z,2025-06-03T19:50:14.250Z,bep-djien-tu-djon-funiki-hsd8134,0
683f5256019f89e972887f6a,Cây nước nóng lạnh úp bình Hòa Phát HTL238,Cây nước nóng lạnh úp bình Hòa Phát HTL238,3960000,17489803099293.webp,17489803099312.webp,17489803099321.webp,,,"Làm lạnh tới 10 độ C. Làm nóng tới 95 độ C. Công nghệ làm lạnh bằng chip điện tử êm ái, không gây ồn. Tích hợp khoang chứa ly, tách có cánh tủ khép kín rộng rãi. Bảo hành tới 28 tháng","Làm lạnh tới 10 độ C. Làm nóng tới 95 độ C. Công nghệ làm lạnh bằng chip điện tử êm ái, không gây ồn. Tích hợp khoang chứa ly, tách có cánh tủ khép kín rộng rãi. Bảo hành tới 28 tháng","Điện áp	220V/50Hz\nCông suất làm nóng	580W\nCông suất làm lạnh	60W\nDung tích bình nóng	0,9L\nDung tích bình lạnh	0,6L\nSố lượng vòi	02 (Lạnh, nóng)\nKiểu lấy nước	Khóa cơ\nKích thước máy (RxCxS)	310 x 960 x 310 (mm)\nKhối lượng máy	7,7 kg\nChất liệu	Nhựa ABS và thép\nCông nghệ làm lạnh	Chip điện tử\nMàu sắc khung tủ	Đen\n",thietbinhabep,0,0,true,2025-06-03T19:51:50.079Z,2025-06-03T19:51:50.079Z,cay-nuoc-nong-lanh-up-binh-hoa-phat-htl238,0
683f5292019f89e972887f6c,Nồi cơm điện tử 1.8L Funiki HEC6462,Nồi cơm điện tử 1.8L Funiki HEC6462,1600000,17489803703643.webp,17489803703642.webp,17489803703661.webp,,,"Lòng nồi dày dặn phủ chống dính Teflon cao cấp siêu bền, không bong tróc, chịu nhiệt cao, không phát sinh khí độc hại, không chứa các độc tố gây hại, an toàn sức khỏe người dùng. Chắc năng hẹn trước tối đa 24 giờ giúp người dùng có thể đặt giờ để nồi tự động bắt đầu nấu vào thời điểm mong muốn","Lòng nồi dày dặn phủ chống dính Teflon cao cấp siêu bền, không bong tróc, chịu nhiệt cao, không phát sinh khí độc hại, không chứa các độc tố gây hại, an toàn sức khỏe người dùng. Chắc năng hẹn trước tối đa 24 giờ giúp người dùng có thể đặt giờ để nồi tự động bắt đầu nấu vào thời điểm mong muốn","Dung tích:	1.8L\nSố người ăn:	4 – 8 người ăn\nCông nghệ nấu:	1D\nCông suất:	700W\nĐiện áp:	220V – 50Hz\nChế độ nấu:	4 (Nấu cơm, cháo, canh, hấp)\nChất liệu lòng nồi:	Nhôm phủ chống dính Teflon\nĐộ dày lòng nồi:	1.35 mm\nBảng điều khiển:	Điện tử\nKích thước sản phẩm:	320 x 270 x 250 (mm)\nKhối lượng:	3.01kg\nMàu sắc:	Trắng\nPhụ kiện:	Cốc đong, muỗng cơm, giá hấp\nBảo hành:	26 tháng\nThương hiệu:	Funiki\n",thietbinhabep,0,0,true,2025-06-03T19:52:50.611Z,2025-06-03T19:52:50.611Z,noi-com-djien-tu-1.8l-funiki-hec6462,0
683f5322019f89e972887f6e,Máy lọc nước RO để gầm Funiki FP202U,Máy lọc nước RO để gầm Funiki FP202U,7620000,17489805142454.webp,17489805142453.webp,17489805142452.webp,17489805142481.webp,,"Thiết kế hiện đại, trẻ trung, thời trang, làm bừng sáng không gian sống. Hệ thống 11 lõi lọc mạnh mẽ. Màng RO 100GPD từ Hàn Quốc lọc sạch vi khuẩn, tạp chất trong nước. Nước đầu ra đạt chuẩn quốc gia nước uống tinh khiết đóng chai theo tiêu chuẩn QCVN 6-1:2010/BYT được kiểm nghiệm bởi bộ y tế. Bổ sung khoáng chất hydrogen làm chậm quá trình oxy hóa trong cơ thể. Bảo hành 36 tháng với toàn bộ linh kiện điện","Thiết kế hiện đại, trẻ trung, thời trang, làm bừng sáng không gian sống. Hệ thống 11 lõi lọc mạnh mẽ. Màng RO 100GPD từ Hàn Quốc lọc sạch vi khuẩn, tạp chất trong nước. Nước đầu ra đạt chuẩn quốc gia nước uống tinh khiết đóng chai theo tiêu chuẩn QCVN 6-1:2010/BYT được kiểm nghiệm bởi bộ y tế. Bổ sung khoáng chất hydrogen làm chậm quá trình oxy hóa trong cơ thể. Bảo hành 36 tháng với toàn bộ linh kiện điện","Lưu lượng lọc:	20L/ h (Điều kiện phòng LAB)\nSố cấp lọc:	11\nMàng lọc:	RO 100 GPD nhập khẩu Hàn Quốc\nHệ thống lọc thô:	4 lõi lọc thô đúc liền (PP 5 micron, PP 5 micron plus, Than hoạt tính, PP 1 micron)\nCác lõi chức năng:	6 lõi (T33, Maifan, Tourmaline, Hydrogen Alkaline, Far Infrared, Nano Silver)\nHiệu suất lọc:	55 – 60% (Điều kiện phòng LAB, nhiệt độ 25° C)\nBơm:	HEADON tiêu chuẩn Châu Âu",maylocnuoc,0,0,true,2025-06-03T19:55:14.499Z,2025-06-03T19:55:14.499Z,may-loc-nuoc-ro-dje-gam-funiki-fp202u,0
683f538d019f89e972887f70,Máy lọc nước Hòa Phát Hydrogen ion kiềm RO nóng lạnh HyperS HPA885,Máy lọc nước Hòa Phát Hydrogen ion kiềm RO nóng lạnh HyperS HPA885,9200000,17489806215833.webp,17489806215832.webp,17489806215841.webp,,,"Máy lọc nước Hòa Phát Hydrogen ion kiềm RO nóng lạnh HyperS HPA885. Công nghệ điện phân có màng ngăn giúp x2 hàm lượng hydrogen trong nước. Hệ thống lọc đa tầng 12 lõi. Màng RO 75 GPD Dupont Filmtec hàng đầu từ Mỹ lọc sạch 99,99% vi khuẩn, vi-rút, kim loại nặng, dư lượng clo,… trong nước. 4 chế độ nước: nóng, lạnh, tinh khiết, hydrogen ion kiềm. Công nghệ làm lạnh bằng BLOCK với Gas R600a giúp làm lạnh sâu hơn 50% so với loại thông thường, tiết kiệm điện năng, không gây hại tầng ozone. Cụm lõi chức năng Hòa Phát thế hệ mới Ultra H8.0 giúp nâng cao chất lượng nước chảy qua lõi, tăng lưu lượng lọc chảy qua các lõi, giảm thiểu tắc nghẽn hệ thống lọc","Máy lọc nước Hòa Phát Hydrogen ion kiềm RO nóng lạnh HyperS HPA885. Công nghệ điện phân có màng ngăn giúp x2 hàm lượng hydrogen trong nước. Hệ thống lọc đa tầng 12 lõi. Màng RO 75 GPD Dupont Filmtec hàng đầu từ Mỹ lọc sạch 99,99% vi khuẩn, vi-rút, kim loại nặng, dư lượng clo,… trong nước. 4 chế độ nước: nóng, lạnh, tinh khiết, hydrogen ion kiềm. Công nghệ làm lạnh bằng BLOCK với Gas R600a giúp làm lạnh sâu hơn 50% so với loại thông thường, tiết kiệm điện năng, không gây hại tầng ozone. Cụm lõi chức năng Hòa Phát thế hệ mới Ultra H8.0 giúp nâng cao chất lượng nước chảy qua lõi, tăng lưu lượng lọc chảy qua các lõi, giảm thiểu tắc nghẽn hệ thống lọc","Model: HPA855\nLưu lượng lọc: 15L /giờ (Điều kiện phòng LAB)\nSố vòi: 1 vòi, 2 chế độ nước: tinh khiết – hydrogen ion kiềm\nSố cấp lọc: 12\nKiểu lấy nước: Núm vặn cơ\nMàng lọc: RO 75 GPD Dupont Filmtec từ Mỹ\nHệ thống lọc thô: Cụm lọc thô tích hợp 3 lõi Ultra F3.0 (PP 5 micron, Than hoạt tính, PP 1 micron)\nCác lõi chức năng: Cụm 8 lõi chức năng Hòa Phát thế hệ mới Ultra H8.0 (T33, T33 Plus, Maifan, Tourmaline, Hydrogen, Hydrogen Plus, Far Infrared, Nano Silver)\nChỉ số nước:\n+ Chỉ số ORP: -350 – 800 mV\n+ Hàm lượng hydrogen: 800 – 1800 ppb\n+ Độ pH: 6.5 – 9.5\nHiệu suất lọc: 50 – 55% (Điều kiện phòng LAB, nhiệt độ 25° C)\nBơm: HEADON tiêu chuẩn Châu Âu\nĐiện áp: 220V/ 50Hz\nDung tích bình áp: 3.2 G (tương đương 5,5 L)\nChất lượng nước đầu vào: Nước máy QCVN 02:2009/BYT\nChất lượng nước đầu ra: QCVN 6-1:2010/BYT\nKích thước sản phẩm (R x C x S): 320 x 1000 x 400 (mm)\nBảo hành: 36 tháng",maylocnuoc,0,0,true,2025-06-03T19:57:01.796Z,2025-06-03T19:57:01.796Z,may-loc-nuoc-hoa-phat-hydrogen-ion-kiem-ro-nong-lanh-hypers-hpa885,0
683f53c9019f89e972887f72,Máy lọc nước RO tủ đứng Hòa Phát HPR529,Máy lọc nước RO tủ đứng Hòa Phát HPR529,3290000,17489806816013.webp,17489806816012.webp,17489806816021.webp,,,"– Hệ thống 10 lõi lọc công suất mạnh mẽ 15L/ giờ\n\n– Màng lọc RO 75 GPD nhập khẩu Thái Lan (công nghệ tấm màng từ Mỹ) đạt tiêu chuẩn quốc tế NSF/ ANSI 58 giúp loại bỏ 99.99% vi khuẩn, vi rút, kim loại nặng, hóa chất độc hại trong nước\n\n– Nước sau lọc đạt tiêu chuẩn kỹ thuật quốc gia về nước khoáng thiên nhiên và nước uống đóng chai theo QCVN 6-1:2010/BYT của Bộ y tế\n\n– Bổ sung khoáng chất với 6 lõi chức năng\n\n– Bảo hành vượt trội từng linh kiện lên tới 36 tháng","– Hệ thống 10 lõi lọc công suất mạnh mẽ 15L/ giờ\n\n– Màng lọc RO 75 GPD nhập khẩu Thái Lan (công nghệ tấm màng từ Mỹ) đạt tiêu chuẩn quốc tế NSF/ ANSI 58 giúp loại bỏ 99.99% vi khuẩn, vi rút, kim loại nặng, hóa chất độc hại trong nước\n\n– Nước sau lọc đạt tiêu chuẩn kỹ thuật quốc gia về nước khoáng thiên nhiên và nước uống đóng chai theo QCVN 6-1:2010/BYT của Bộ y tế\n\n– Bổ sung khoáng chất với 6 lõi chức năng\n\n– Bảo hành vượt trội từng linh kiện lên tới 36 tháng","Model: Hòa Phát HPR529\nLoại: Máy lọc nước RO dạng tủ đứng\nThương hiệu: Hòa Phát\nLưu lượng lọc: 15L/ h\nSố vòi: 1   /   Số cấp lọc: 10\nMàng lọc: RO Htech 75 GPD nhập khẩu Thái Lan (vật liệu màng nhập khẩu Mỹ)\nHệ thống lọc thô: 3 lõi lọc thô (PP 5 micron, PP 5 micron, Than hoạt tính, PP 1 micron)\nCác lõi chức năng: 6 lõi (T33 GAC, Maifan, Tourmaline, Hydrogen, Far Infrared, Nano Silver)\nHiệu suất lọc: 50 – 55% (Điều kiện phòng LAB, nhiệt độ 25°C)\nBơm: Bơm tăng áp Hòa Phát HP-ZX-50E\nĐiện áp: 220V/ 50Hz\nDung tích bình chứa: 6.5 L\nÁp lực nước yêu cầu: 21/414 kPa\nChất lượng nước đầu vào: Nước máy QCVN 02:2009/BYT\nChất lượng nước đầu ra: QCVN 6-1:2010/BYT\nKích thước sản phẩm (R x C x S): 320 x 998 x 400 (mm)\nBảo hành: 36 tháng",maylocnuoc,0,0,true,2025-06-03T19:58:01.807Z,2025-06-03T19:58:01.807Z,may-loc-nuoc-ro-tu-djung-hoa-phat-hpr529,0
683f541f019f89e972887f74,Máy lọc nước RO nóng nguội lạnh Hòa Phát HPN666,Máy lọc nước RO nóng nguội lạnh Hòa Phát HPN666,6500000,17489807671604.webp,17489807671603.webp,17489807671612.webp,17489807671621.webp,,"– Hệ thống 11 lõi lọc công suất mạnh mẽ 20L/ giờ\n\n– 4 lõi lọc thô đúc liền thay nhanh tiện lợi giúp người dùng thay lõi dễ dàng\n\n– Màng lọc RO 100 GPD nhập khẩu Hàn Quốc (công nghệ tấm màng từ Mỹ) đạt tiêu chuẩn quốc tế NSF/ ANSI 58 giúp loại bỏ 99.99% vi khuẩn, vi rút, kim loại nặng, hóa chất độc hại trong nước\n\n– Nước sau lọc đạt tiêu chuẩn kỹ thuật quốc gia về nước khoáng thiên nhiên và nước uống đóng chai theo QCVN 6-1:2010/BYT của Bộ y tế\n\n– Công nghệ làm lạnh bằng BLOCK với Gas R600a hiệu suất cao COP 0.9 giúp làm lạnh nhanh hơn 50% so với loại thông thường và tiết kiệm điện năng\n\n– Công suất bình nóng 450W giúp làm nóng nhanh dưới 5 phút sau mỗi lần lấy nước, lớp bảo ôn giữ nhiệt lâu trên 2.5h mới cần đun lại\n\n– Bổ sung khoáng chất với 6 lõi chức năng\n\n– Bảo hành vượt trội từng linh kiện lên tới 36 thán","– Hệ thống 11 lõi lọc công suất mạnh mẽ 20L/ giờ\n\n– 4 lõi lọc thô đúc liền thay nhanh tiện lợi giúp người dùng thay lõi dễ dàng\n\n– Màng lọc RO 100 GPD nhập khẩu Hàn Quốc (công nghệ tấm màng từ Mỹ) đạt tiêu chuẩn quốc tế NSF/ ANSI 58 giúp loại bỏ 99.99% vi khuẩn, vi rút, kim loại nặng, hóa chất độc hại trong nước\n\n– Nước sau lọc đạt tiêu chuẩn kỹ thuật quốc gia về nước khoáng thiên nhiên và nước uống đóng chai theo QCVN 6-1:2010/BYT của Bộ y tế\n\n– Công nghệ làm lạnh bằng BLOCK với Gas R600a hiệu suất cao COP 0.9 giúp làm lạnh nhanh hơn 50% so với loại thông thường và tiết kiệm điện năng\n\n– Công suất bình nóng 450W giúp làm nóng nhanh dưới 5 phút sau mỗi lần lấy nước, lớp bảo ôn giữ nhiệt lâu trên 2.5h mới cần đun lại\n\n– Bổ sung khoáng chất với 6 lõi chức năng\n\n– Bảo hành vượt trội từng linh kiện lên tới 36 thán","Model: HPN666\nLoại: Máy lọc nước RO nóng lạnh dạng tủ đứng\nLưu lượng lọc: 20L/giờ (Điều kiện phòng LAB)\nSố vòi: 2   /    Số cấp lọc: 11 (lõi lọc)\nKiểu lấy nước: Núm vặn cơ\nMàng lọc: RO 100 GPD nhập khẩu Hàn Quốc (vật liệu màng nhập khẩu Mỹ)\nHệ thống lọc thô: 4 lõi lọc thô đúc liền (PP 5 micron, Than hoạt tính, Cation, PP 1 micron)\nCác lõi chức năng: 6 lõi (T33 GAC, Maifan, Tourmaline, Hydrogen, Far Infrared, Nano Silver)\nHiệu suất lọc: 55 – 60% (Điều kiện phòng LAB, nhiệt độ 25° C)\nBơm: Bơm tăng áp Hòa Phát HP-ZX-50E\nCông nghệ làm lạnh: BLOCK – Gas R600a/ 17g\nĐiện áp: 220V/ 50Hz\nCông suất làm nóng/ làm lạnh: 450W/ 55W\nDung tích: 9 L (Nước nóng 1 L, nước lạnh 1.5 L, nước thường 6.5 L)\nNhiệt độ nóng lạnh thực tế: Nóng 80 – 90°C, lạnh 5 – 10 °C (Phụ thuộc vào nhiệt độ môi trường thể tích nước lấy ra)\nÁp lực nước yêu cầu: 21/141 kPa\nChất lượng nước đầu vào: Nước máy QCVN 02:2009/BYT\nChất lượng nước đầu ra: QCVN 6-1:2010/BYT\nKích thước sản phẩm (R x C x S): 320 x 998 x 400 (mm)\nBảo hành: 36 tháng",maylocnuoc,0,0,true,2025-06-03T19:59:27.340Z,2025-06-03T19:59:27.340Z,may-loc-nuoc-ro-nong-nguoi-lanh-hoa-phat-hpn666,0
